X,Y,Z
124380,123810,1383
124410,123810,1380
124440,123810,1380
124470,123810,1376
120000,123840,555
120030,123840,549
120060,123840,546
120090,123840,540
120120,123840,530
120150,123840,528
120180,123840,524
120210,123840,517
120240,123840,516
120270,123840,513
120300,123840,506
120330,123840,505
120360,123840,501
120390,123840,503
120420,123840,505
120450,123840,511
120480,123840,500
120510,123840,487
120540,123840,485
120570,123840,500
120600,123840,503
120630,123840,483
120660,123840,478
120690,123840,490
120720,123840,501
120750,123840,505
120780,123840,509
120810,123840,524
120840,123840,552
120870,123840,560
120900,123840,581
120930,123840,608
120960,123840,638
120990,123840,678
121020,123840,724
121050,123840,757
121080,123840,810
121110,123840,843
121140,123840,869
121170,123840,879
121200,123840,873
121230,123840,868
121260,123840,870
121290,123840,876
121320,123840,890
121350,123840,905
121380,123840,920
121410,123840,938
121440,123840,961
121470,123840,991
121500,123840,1016
121530,123840,1034
121560,123840,1058
121590,123840,1077
121620,123840,1098
121650,123840,1116
121680,123840,1130
121710,123840,1115
121740,123840,1098
121770,123840,1092
121800,123840,1095
121830,123840,1109
121860,123840,1123
121890,123840,1132
121920,123840,1158
121950,123840,1168
121980,123840,1175
122010,123840,1173
122040,123840,1183
122070,123840,1197
122100,123840,1215
122130,123840,1223
122160,123840,1230
122190,123840,1241
122220,123840,1247
122250,123840,1254
122280,123840,1263
122310,123840,1268
122340,123840,1270
122370,123840,1268
122400,123840,1267
122430,123840,1266
122460,123840,1258
122490,123840,1251
122520,123840,1244
122550,123840,1245
122580,123840,1255
122610,123840,1274
122640,123840,1288
122670,123840,1294
122700,123840,1295
122730,123840,1299
122760,123840,1297
122790,123840,1303
122820,123840,1325
122850,123840,1340
122880,123840,1356
122910,123840,1367
122940,123840,1369
122970,123840,1362
123000,123840,1355
123030,123840,1353
123060,123840,1343
123090,123840,1352
123120,123840,1363
123150,123840,1379
123180,123840,1386
123210,123840,1394
123240,123840,1406
123270,123840,1411
123300,123840,1400
123330,123840,1399
123360,123840,1413
123390,123840,1428
123420,123840,1438
123450,123840,1447
123480,123840,1455
123510,123840,1460
123540,123840,1465
123570,123840,1481
123600,123840,1492
123630,123840,1503
123660,123840,1511
123690,123840,1517
123720,123840,1529
123750,123840,1547
123780,123840,1566
123810,123840,1581
123840,123840,1587
123870,123840,1580
123900,123840,1561
123930,123840,1530
123960,123840,1512
123990,123840,1493
124020,123840,1471
124050,123840,1449
124080,123840,1429
124110,123840,1413
124140,123840,1406
124170,123840,1402
124200,123840,1402
124230,123840,1408
124260,123840,1415
124290,123840,1426
124320,123840,1430
124350,123840,1424
124380,123840,1418
124410,123840,1414
124440,123840,1413
124470,123840,1394
120000,123870,604
120030,123870,592
120060,123870,585
120090,123870,581
120120,123870,577
120150,123870,567
120180,123870,554
120210,123870,547
120240,123870,547
120270,123870,554
120300,123870,551
120330,123870,541
120360,123870,545
120390,123870,544
120420,123870,538
120450,123870,524
120480,123870,516
120510,123870,518
120540,123870,515
120570,123870,521
120600,123870,542
120630,123870,535
120660,123870,513
120690,123870,509
120720,123870,512
120750,123870,504
120780,123870,483
120810,123870,490
120840,123870,491
120870,123870,499
120900,123870,523
120930,123870,563
120960,123870,600
120990,123870,628
121020,123870,655
121050,123870,701
121080,123870,736
121110,123870,768
121140,123870,794
121170,123870,828
121200,123870,845
121230,123870,849
121260,123870,850
121290,123870,863
121320,123870,881
121350,123870,888
121380,123870,905
121410,123870,933
121440,123870,950
121470,123870,964
121500,123870,984
121530,123870,997
121560,123870,1017
121590,123870,1035
121620,123870,1048
121650,123870,1062
121680,123870,1070
121710,123870,1070
121740,123870,1073
121770,123870,1082
121800,123870,1089
121830,123870,1103
121860,123870,1118
121890,123870,1154
121920,123870,1202
121950,123870,1226
121980,123870,1227
122010,123870,1213
122040,123870,1206
122070,123870,1203
122100,123870,1210
122130,123870,1221
122160,123870,1230
122190,123870,1241
122220,123870,1257
122250,123870,1269
122280,123870,1278
122310,123870,1289
122340,123870,1296
122370,123870,1291
122400,123870,1290
122430,123870,1289
122460,123870,1287
122490,123870,1281
122520,123870,1266
122550,123870,1247
122580,123870,1240
122610,123870,1241
122640,123870,1253
122670,123870,1260
122700,123870,1270
122730,123870,1280
122760,123870,1276
122790,123870,1277
122820,123870,1300
122850,123870,1323
122880,123870,1335
122910,123870,1338
122940,123870,1334
122970,123870,1322
123000,123870,1314
123030,123870,1317
123060,123870,1307
123090,123870,1310
123120,123870,1325
123150,123870,1340
123180,123870,1345
123210,123870,1353
123240,123870,1363
123270,123870,1366
123300,123870,1362
123330,123870,1359
123360,123870,1373
123390,123870,1385
123420,123870,1397
123450,123870,1406
123480,123870,1409
123510,123870,1420
123540,123870,1431
123570,123870,1442
123600,123870,1454
123630,123870,1463
123660,123870,1471
123690,123870,1479
123720,123870,1493
123750,123870,1516
123780,123870,1539
123810,123870,1561
123840,123870,1581
123870,123870,1595
123900,123870,1585
123930,123870,1556
123960,123870,1535
123990,123870,1519
124020,123870,1499
124050,123870,1484
124080,123870,1467
124110,123870,1467
124140,123870,1460
124170,123870,1455
124200,123870,1452
124230,123870,1454
124260,123870,1455
124290,123870,1457
124320,123870,1459
124350,123870,1455
124380,123870,1451
124410,123870,1447
124440,123870,1437
124470,123870,1414
120000,123900,668
120030,123900,659
120060,123900,650
120090,123900,640
120120,123900,625
120150,123900,611
120180,123900,604
120210,123900,596
120240,123900,589
120270,123900,594
120300,123900,594
120330,123900,582
120360,123900,582
120390,123900,583
120420,123900,574
120450,123900,549
120480,123900,532
120510,123900,528
120540,123900,525
120570,123900,528
120600,123900,548
120630,123900,561
120660,123900,558
120690,123900,555
120720,123900,554
120750,123900,544
120780,123900,518
120810,123900,494
120840,123900,491
120870,123900,486
120900,123900,482
120930,123900,503
120960,123900,545
120990,123900,592
121020,123900,619
121050,123900,640
121080,123900,674
121110,123900,707
121140,123900,727
121170,123900,751
121200,123900,775
121230,123900,802
121260,123900,827
121290,123900,855
121320,123900,879
121350,123900,891
121380,123900,904
121410,123900,919
121440,123900,933
121470,123900,940
121500,123900,949
121530,123900,956
121560,123900,974
121590,123900,995
121620,123900,1012
121650,123900,1026
121680,123900,1039
121710,123900,1041
121740,123900,1051
121770,123900,1066
121800,123900,1081
121830,123900,1105
121860,123900,1142
121890,123900,1196
121920,123900,1233
121950,123900,1261
121980,123900,1273
122010,123900,1270
122040,123900,1262
122070,123900,1247
122100,123900,1232
122130,123900,1222
122160,123900,1231
122190,123900,1245
122220,123900,1261
122250,123900,1274
122280,123900,1287
122310,123900,1296
122340,123900,1303
122370,123900,1307
122400,123900,1312
122430,123900,1317
122460,123900,1312
122490,123900,1298
122520,123900,1284
122550,123900,1271
122580,123900,1258
122610,123900,1249
122640,123900,1246
122670,123900,1254
122700,123900,1264
122730,123900,1276
122760,123900,1270
122790,123900,1262
122820,123900,1272
122850,123900,1293
122880,123900,1308
122910,123900,1308
122940,123900,1295
122970,123900,1279
123000,123900,1273
123030,123900,1269
123060,123900,1274
123090,123900,1285
123120,123900,1288
123150,123900,1299
123180,123900,1305
123210,123900,1312
123240,123900,1317
123270,123900,1321
123300,123900,1318
123330,123900,1314
123360,123900,1326
123390,123900,1336
123420,123900,1345
123450,123900,1356
123480,123900,1367
123510,123900,1374
123540,123900,1384
123570,123900,1397
123600,123900,1405
123630,123900,1416
123660,123900,1427
123690,123900,1446
123720,123900,1469
123750,123900,1494
123780,123900,1518
123810,123900,1547
123840,123900,1568
123870,123900,1583
123900,123900,1589
123930,123900,1580
123960,123900,1558
123990,123900,1540
124020,123900,1523
124050,123900,1509
124080,123900,1509
124110,123900,1517
124140,123900,1510
124170,123900,1501
124200,123900,1500
124230,123900,1509
124260,123900,1509
124290,123900,1505
124320,123900,1502
124350,123900,1495
124380,123900,1485
124410,123900,1473
124440,123900,1450
124470,123900,1429
120000,123930,730
120030,123930,725
120060,123930,721
120090,123930,709
120120,123930,694
120150,123930,679
120180,123930,672
120210,123930,663
120240,123930,654
120270,123930,646
120300,123930,636
120330,123930,623
120360,123930,618
120390,123930,613
120420,123930,603
120450,123930,584
120480,123930,568
120510,123930,567
120540,123930,564
120570,123930,555
120600,123930,558
120630,123930,561
120660,123930,566
120690,123930,577
120720,123930,573
120750,123930,560
120780,123930,543
120810,123930,518
120840,123930,501
120870,123930,490
120900,123930,481
120930,123930,480
120960,123930,502
120990,123930,528
121020,123930,564
121050,123930,606
121080,123930,626
121110,123930,651
121140,123930,674
121170,123930,694
121200,123930,716
121230,123930,745
121260,123930,775
121290,123930,806
121320,123930,844
121350,123930,867
121380,123930,887
121410,123930,903
121440,123930,909
121470,123930,913
121500,123930,921
121530,123930,934
121560,123930,947
121590,123930,964
121620,123930,983
121650,123930,1003
121680,123930,1021
121710,123930,1036
121740,123930,1047
121770,123930,1067
121800,123930,1089
121830,123930,1118
121860,123930,1171
121890,123930,1214
121920,123930,1254
121950,123930,1281
121980,123930,1290
122010,123930,1298
122040,123930,1300
122070,123930,1291
122100,123930,1274
122130,123930,1247
122160,123930,1241
122190,123930,1263
122220,123930,1275
122250,123930,1289
122280,123930,1296
122310,123930,1299
122340,123930,1311
122370,123930,1317
122400,123930,1325
122430,123930,1335
122460,123930,1338
122490,123930,1326
122520,123930,1312
122550,123930,1297
122580,123930,1286
122610,123930,1272
122640,123930,1261
122670,123930,1254
122700,123930,1251
122730,123930,1257
122760,123930,1259
122790,123930,1252
122820,123930,1252
122850,123930,1262
122880,123930,1267
122910,123930,1270
122940,123930,1260
122970,123930,1248
123000,123930,1244
123030,123930,1235
123060,123930,1235
123090,123930,1245
123120,123930,1258
123150,123930,1263
123180,123930,1270
123210,123930,1268
123240,123930,1270
123270,123930,1270
123300,123930,1270
123330,123930,1268
123360,123930,1273
123390,123930,1280
123420,123930,1289
123450,123930,1299
123480,123930,1310
123510,123930,1322
123540,123930,1329
123570,123930,1336
123600,123930,1352
123630,123930,1367
123660,123930,1392
123690,123930,1420
123720,123930,1447
123750,123930,1472
123780,123930,1495
123810,123930,1519
123840,123930,1534
123870,123930,1547
123900,123930,1559
123930,123930,1573
123960,123930,1585
123990,123930,1577
124020,123930,1558
124050,123930,1535
124080,123930,1529
124110,123930,1531
124140,123930,1530
124170,123930,1543
124200,123930,1549
124230,123930,1562
124260,123930,1563
124290,123930,1564
124320,123930,1567
124350,123930,1562
124380,123930,1532
124410,123930,1497
124440,123930,1464
124470,123930,1438
120000,123960,789
120030,123960,785
120060,123960,776
120090,123960,768
120120,123960,757
120150,123960,747
120180,123960,734
120210,123960,726
120240,123960,718
120270,123960,711
120300,123960,702
120330,123960,688
120360,123960,670
120390,123960,657
120420,123960,644
120450,123960,626
120480,123960,615
120510,123960,604
120540,123960,597
120570,123960,588
120600,123960,585
120630,123960,584
120660,123960,581
120690,123960,590
120720,123960,589
120750,123960,571
120780,123960,559
120810,123960,540
120840,123960,522
120870,123960,510
120900,123960,501
120930,123960,484
120960,123960,481
120990,123960,498
121020,123960,517
121050,123960,545
121080,123960,595
121110,123960,619
121140,123960,638
121170,123960,655
121200,123960,677
121230,123960,699
121260,123960,724
121290,123960,760
121320,123960,795
121350,123960,833
121380,123960,857
121410,123960,874
121440,123960,885
121470,123960,888
121500,123960,894
121530,123960,910
121560,123960,936
121590,123960,956
121620,123960,975
121650,123960,993
121680,123960,1015
121710,123960,1033
121740,123960,1057
121770,123960,1083
121800,123960,1102
121830,123960,1129
121860,123960,1163
121890,123960,1212
121920,123960,1249
121950,123960,1278
121980,123960,1286
122010,123960,1292
122040,123960,1301
122070,123960,1303
122100,123960,1292
122130,123960,1273
122160,123960,1256
122190,123960,1263
122220,123960,1278
122250,123960,1287
122280,123960,1297
122310,123960,1303
122340,123960,1308
122370,123960,1319
122400,123960,1328
122430,123960,1339
122460,123960,1350
122490,123960,1351
122520,123960,1342
122550,123960,1329
122580,123960,1313
122610,123960,1299
122640,123960,1289
122670,123960,1277
122700,123960,1272
122730,123960,1266
122760,123960,1255
122790,123960,1242
122820,123960,1237
122850,123960,1233
122880,123960,1237
122910,123960,1237
122940,123960,1230
122970,123960,1233
123000,123960,1227
123030,123960,1212
123060,123960,1204
123090,123960,1207
123120,123960,1218
123150,123960,1220
123180,123960,1221
123210,123960,1218
123240,123960,1218
123270,123960,1222
123300,123960,1223
123330,123960,1221
123360,123960,1225
123390,123960,1232
123420,123960,1236
123450,123960,1247
123480,123960,1254
123510,123960,1264
123540,123960,1277
123570,123960,1283
123600,123960,1297
123630,123960,1319
123660,123960,1354
123690,123960,1388
123720,123960,1418
123750,123960,1441
123780,123960,1452
123810,123960,1472
123840,123960,1483
123870,123960,1490
123900,123960,1503
123930,123960,1528
123960,123960,1553
123990,123960,1584
124020,123960,1596
124050,123960,1584
124080,123960,1565
124110,123960,1559
124140,123960,1555
124170,123960,1563
124200,123960,1575
124230,123960,1592
124260,123960,1596
124290,123960,1605
124320,123960,1609
124350,123960,1597
124380,123960,1578
124410,123960,1547
124440,123960,1513
124470,123960,1472
120000,123990,870
120030,123990,865
120060,123990,853
120090,123990,842
120120,123990,827
120150,123990,811
120180,123990,801
120210,123990,792
120240,123990,782
120270,123990,778
120300,123990,768
120330,123990,745
120360,123990,727
120390,123990,714
120420,123990,693
120450,123990,671
120480,123990,657
120510,123990,647
120540,123990,634
120570,123990,624
120600,123990,619
120630,123990,613
120660,123990,616
120690,123990,618
120720,123990,606
120750,123990,589
120780,123990,578
120810,123990,566
120840,123990,553
120870,123990,535
120900,123990,517
120930,123990,501
120960,123990,484
120990,123990,482
121020,123990,500
121050,123990,527
121080,123990,570
121110,123990,598
121140,123990,612
121170,123990,616
121200,123990,632
121230,123990,662
121260,123990,696
121290,123990,726
121320,123990,766
121350,123990,798
121380,123990,821
121410,123990,852
121440,123990,875
121470,123990,896
121500,123990,904
121530,123990,911
121560,123990,929
121590,123990,950
121620,123990,969
121650,123990,993
121680,123990,1017
121710,123990,1034
121740,123990,1064
121770,123990,1098
121800,123990,1118
121830,123990,1127
121860,123990,1148
121890,123990,1193
121920,123990,1227
121950,123990,1253
121980,123990,1271
122010,123990,1275
122040,123990,1281
122070,123990,1285
122100,123990,1282
122130,123990,1271
122160,123990,1259
122190,123990,1270
122220,123990,1283
122250,123990,1290
122280,123990,1301
122310,123990,1304
122340,123990,1302
122370,123990,1314
122400,123990,1326
122430,123990,1344
122460,123990,1354
122490,123990,1361
122520,123990,1356
122550,123990,1347
122580,123990,1336
122610,123990,1324
122640,123990,1316
122670,123990,1309
122700,123990,1292
122730,123990,1270
122760,123990,1247
122790,123990,1235
122820,123990,1224
122850,123990,1211
122880,123990,1208
122910,123990,1204
122940,123990,1202
122970,123990,1203
123000,123990,1195
123030,123990,1188
123060,123990,1177
123090,123990,1172
123120,123990,1175
123150,123990,1174
123180,123990,1174
123210,123990,1176
123240,123990,1176
123270,123990,1177
123300,123990,1178
123330,123990,1180
123360,123990,1183
123390,123990,1189
123420,123990,1198
123450,123990,1200
123480,123990,1209
123510,123990,1222
123540,123990,1227
123570,123990,1233
123600,123990,1249
123630,123990,1276
123660,123990,1296
123690,123990,1321
123720,123990,1351
123750,123990,1379
123780,123990,1394
123810,123990,1405
123840,123990,1417
123870,123990,1431
123900,123990,1453
123930,123990,1483
123960,123990,1511
123990,123990,1549
124020,123990,1584
124050,123990,1602
124080,123990,1600
124110,123990,1598
124140,123990,1607
124170,123990,1613
124200,123990,1625
124230,123990,1626
124260,123990,1630
124290,123990,1639
124320,123990,1630
124350,123990,1611
124380,123990,1594
124410,123990,1574
124440,123990,1555
124470,123990,1526
120000,124020,933
120030,124020,931
120060,124020,930
120090,124020,922
120120,124020,904
120150,124020,891
120180,124020,876
120210,124020,862
120240,124020,849
120270,124020,838
120300,124020,832
120330,124020,815
120360,124020,792
120390,124020,769
120420,124020,737
120450,124020,713
120480,124020,701
120510,124020,694
120540,124020,686
120570,124020,675
120600,124020,662
120630,124020,653
120660,124020,651
120690,124020,651
120720,124020,635
120750,124020,618
120780,124020,610
120810,124020,599
120840,124020,588
120870,124020,576
120900,124020,557
120930,124020,540
120960,124020,522
120990,124020,503
121020,124020,492
121050,124020,528
121080,124020,556
121110,124020,573
121140,124020,588
121170,124020,603
121200,124020,612
121230,124020,640
121260,124020,672
121290,124020,692
121320,124020,717
121350,124020,749
121380,124020,778
121410,124020,803
121440,124020,845
121470,124020,883
121500,124020,918
121530,124020,941
121560,124020,946
121590,124020,956
121620,124020,974
121650,124020,991
121680,124020,1013
121710,124020,1035
121740,124020,1062
121770,124020,1091
121800,124020,1116
121830,124020,1135
121860,124020,1141
121890,124020,1162
121920,124020,1196
121950,124020,1220
121980,124020,1241
122010,124020,1251
122040,124020,1255
122070,124020,1256
122100,124020,1256
122130,124020,1256
122160,124020,1254
122190,124020,1270
122220,124020,1290
122250,124020,1304
122280,124020,1312
122310,124020,1315
122340,124020,1306
122370,124020,1310
122400,124020,1321
122430,124020,1343
122460,124020,1351
122490,124020,1358
122520,124020,1357
122550,124020,1353
122580,124020,1343
122610,124020,1331
122640,124020,1317
122670,124020,1296
122700,124020,1276
122730,124020,1256
122760,124020,1236
122790,124020,1219
122820,124020,1205
122850,124020,1194
122880,124020,1189
122910,124020,1187
122940,124020,1186
122970,124020,1171
123000,124020,1165
123030,124020,1157
123060,124020,1142
123090,124020,1127
123120,124020,1123
123150,124020,1126
123180,124020,1127
123210,124020,1130
123240,124020,1131
123270,124020,1136
123300,124020,1141
123330,124020,1139
123360,124020,1143
123390,124020,1145
123420,124020,1145
123450,124020,1148
123480,124020,1156
123510,124020,1165
123540,124020,1176
123570,124020,1179
123600,124020,1200
123630,124020,1222
123660,124020,1242
123690,124020,1264
123720,124020,1293
123750,124020,1312
123780,124020,1326
123810,124020,1341
123840,124020,1355
123870,124020,1378
123900,124020,1415
123930,124020,1451
123960,124020,1483
123990,124020,1520
124020,124020,1542
124050,124020,1557
124080,124020,1562
124110,124020,1572
124140,124020,1584
124170,124020,1594
124200,124020,1609
124230,124020,1615
124260,124020,1624
124290,124020,1635
124320,124020,1642
124350,124020,1634
124380,124020,1620
124410,124020,1603
124440,124020,1593
124470,124020,1577
120000,124050,973
120030,124050,980
120060,124050,977
120090,124050,974
120120,124050,968
120150,124050,959
120180,124050,955
120210,124050,938
120240,124050,921
120270,124050,905
120300,124050,892
120330,124050,873
120360,124050,849
120390,124050,825
120420,124050,800
120450,124050,775
120480,124050,754
120510,124050,733
120540,124050,720
120570,124050,714
120600,124050,711
120630,124050,704
120660,124050,704
120690,124050,703
120720,124050,683
120750,124050,660
120780,124050,652
120810,124050,646
120840,124050,634
120870,124050,615
120900,124050,601
120930,124050,588
120960,124050,564
120990,124050,542
121020,124050,531
121050,124050,526
121080,124050,543
121110,124050,550
121140,124050,571
121170,124050,588
121200,124050,598
121230,124050,621
121260,124050,649
121290,124050,670
121320,124050,687
121350,124050,710
121380,124050,741
121410,124050,769
121440,124050,806
121470,124050,848
121500,124050,896
121530,124050,938
121560,124050,966
121590,124050,980
121620,124050,982
121650,124050,990
121680,124050,1009
121710,124050,1033
121740,124050,1055
121770,124050,1084
121800,124050,1108
121830,124050,1127
121860,124050,1141
121890,124050,1150
121920,124050,1157
121950,124050,1172
121980,124050,1198
122010,124050,1217
122040,124050,1223
122070,124050,1223
122100,124050,1227
122130,124050,1232
122160,124050,1239
122190,124050,1253
122220,124050,1278
122250,124050,1295
122280,124050,1309
122310,124050,1319
122340,124050,1317
122370,124050,1320
122400,124050,1326
122430,124050,1336
122460,124050,1347
122490,124050,1351
122520,124050,1348
122550,124050,1338
122580,124050,1325
122610,124050,1315
122640,124050,1300
122670,124050,1278
122700,124050,1252
122730,124050,1233
122760,124050,1210
122790,124050,1195
122820,124050,1189
122850,124050,1172
122880,124050,1165
122910,124050,1160
122940,124050,1156
122970,124050,1137
123000,124050,1124
123030,124050,1116
123060,124050,1103
123090,124050,1085
123120,124050,1080
123150,124050,1082
123180,124050,1079
123210,124050,1083
123240,124050,1081
123270,124050,1085
123300,124050,1091
123330,124050,1098
123360,124050,1104
123390,124050,1107
123420,124050,1101
123450,124050,1106
123480,124050,1112
123510,124050,1115
123540,124050,1123
123570,124050,1138
123600,124050,1153
123630,124050,1170
123660,124050,1191
123690,124050,1210
123720,124050,1233
123750,124050,1256
123780,124050,1273
123810,124050,1290
123840,124050,1308
123870,124050,1339
123900,124050,1385
123930,124050,1413
123960,124050,1447
123990,124050,1472
124020,124050,1491
124050,124050,1503
124080,124050,1511
124110,124050,1521
124140,124050,1536
124170,124050,1548
124200,124050,1563
124230,124050,1581
124260,124050,1595
124290,124050,1609
124320,124050,1626
124350,124050,1639
124380,124050,1647
124410,124050,1648
124440,124050,1640
124470,124050,1623
120000,124080,989
120030,124080,1017
120060,124080,1031
120090,124080,1029
120120,124080,1020
120150,124080,1017
120180,124080,1009
120210,124080,995
120240,124080,981
120270,124080,966
120300,124080,945
120330,124080,923
120360,124080,895
120390,124080,875
120420,124080,858
120450,124080,845
120480,124080,837
120510,124080,820
120540,124080,799
120570,124080,781
120600,124080,774
120630,124080,760
120660,124080,751
120690,124080,746
120720,124080,742
120750,124080,727
120780,124080,708
120810,124080,694
120840,124080,684
120870,124080,673
120900,124080,651
120930,124080,636
120960,124080,606
120990,124080,574
121020,124080,552
121050,124080,546
121080,124080,547
121110,124080,538
121140,124080,533
121170,124080,554
121200,124080,578
121230,124080,592
121260,124080,606
121290,124080,635
121320,124080,666
121350,124080,689
121380,124080,711
121410,124080,740
121440,124080,780
121470,124080,818
121500,124080,862
121530,124080,903
121560,124080,935
121590,124080,968
121620,124080,984
121650,124080,989
121680,124080,1005
121710,124080,1026
121740,124080,1055
121770,124080,1089
121800,124080,1112
121830,124080,1125
121860,124080,1131
121890,124080,1131
121920,124080,1135
121950,124080,1144
121980,124080,1161
122010,124080,1178
122040,124080,1190
122070,124080,1200
122100,124080,1212
122130,124080,1218
122160,124080,1227
122190,124080,1243
122220,124080,1267
122250,124080,1289
122280,124080,1301
122310,124080,1310
122340,124080,1315
122370,124080,1321
122400,124080,1329
122430,124080,1342
122460,124080,1346
122490,124080,1343
122520,124080,1327
122550,124080,1308
122580,124080,1293
122610,124080,1283
122640,124080,1276
122670,124080,1260
122700,124080,1230
122730,124080,1207
122760,124080,1175
122790,124080,1158
122820,124080,1158
122850,124080,1151
122880,124080,1134
122910,124080,1118
122940,124080,1101
122970,124080,1091
123000,124080,1085
123030,124080,1069
123060,124080,1047
123090,124080,1034
123120,124080,1032
123150,124080,1031
123180,124080,1030
123210,124080,1029
123240,124080,1028
123270,124080,1032
123300,124080,1043
123330,124080,1050
123360,124080,1054
123390,124080,1054
123420,124080,1055
123450,124080,1061
123480,124080,1068
123510,124080,1070
123540,124080,1076
123570,124080,1091
123600,124080,1110
123630,124080,1123
123660,124080,1135
123690,124080,1155
123720,124080,1182
123750,124080,1197
123780,124080,1219
123810,124080,1243
123840,124080,1272
123870,124080,1304
123900,124080,1346
123930,124080,1372
123960,124080,1399
123990,124080,1418
124020,124080,1434
124050,124080,1451
124080,124080,1459
124110,124080,1471
124140,124080,1484
124170,124080,1501
124200,124080,1517
124230,124080,1534
124260,124080,1553
124290,124080,1578
124320,124080,1601
124350,124080,1623
124380,124080,1643
124410,124080,1664
124440,124080,1670
124470,124080,1662
120000,124110,974
120030,124110,1007
120060,124110,1040
120090,124110,1059
120120,124110,1067
120150,124110,1064
120180,124110,1054
120210,124110,1039
120240,124110,1019
120270,124110,1003
120300,124110,988
120330,124110,970
120360,124110,946
120390,124110,917
120420,124110,898
120450,124110,886
120480,124110,878
120510,124110,869
120540,124110,858
120570,124110,849
120600,124110,838
120630,124110,822
120660,124110,808
120690,124110,801
120720,124110,791
120750,124110,779
120780,124110,767
120810,124110,753
120840,124110,734
120870,124110,721
120900,124110,711
120930,124110,687
120960,124110,651
120990,124110,609
121020,124110,577
121050,124110,554
121080,124110,545
121110,124110,550
121140,124110,542
121170,124110,533
121200,124110,539
121230,124110,567
121260,124110,594
121290,124110,610
121320,124110,629
121350,124110,649
121380,124110,672
121410,124110,702
121440,124110,735
121470,124110,775
121500,124110,817
121530,124110,857
121560,124110,881
121590,124110,911
121620,124110,950
121650,124110,979
121680,124110,1005
121710,124110,1032
121740,124110,1061
121770,124110,1089
121800,124110,1113
121830,124110,1128
121860,124110,1127
121890,124110,1122
121920,124110,1127
121950,124110,1136
121980,124110,1147
122010,124110,1170
122040,124110,1189
122070,124110,1209
122100,124110,1230
122130,124110,1241
122160,124110,1245
122190,124110,1256
122220,124110,1273
122250,124110,1304
122280,124110,1317
122310,124110,1312
122340,124110,1296
122370,124110,1298
122400,124110,1313
122430,124110,1325
122460,124110,1327
122490,124110,1319
122520,124110,1307
122550,124110,1290
122580,124110,1276
122610,124110,1256
122640,124110,1238
122670,124110,1219
122700,124110,1205
122730,124110,1184
122760,124110,1161
122790,124110,1132
122820,124110,1121
122850,124110,1107
122880,124110,1094
122910,124110,1073
122940,124110,1054
122970,124110,1032
123000,124110,1022
123030,124110,1008
123060,124110,998
123090,124110,988
123120,124110,987
123150,124110,988
123180,124110,989
123210,124110,985
123240,124110,983
123270,124110,993
123300,124110,999
123330,124110,1006
123360,124110,1010
123390,124110,1011
123420,124110,1015
123450,124110,1017
123480,124110,1022
123510,124110,1027
123540,124110,1041
123570,124110,1054
123600,124110,1063
123630,124110,1074
123660,124110,1087
123690,124110,1112
123720,124110,1128
123750,124110,1155
123780,124110,1176
123810,124110,1212
123840,124110,1244
123870,124110,1276
123900,124110,1293
123930,124110,1316
123960,124110,1339
123990,124110,1363
124020,124110,1383
124050,124110,1396
124080,124110,1410
124110,124110,1428
124140,124110,1442
124170,124110,1464
124200,124110,1480
124230,124110,1502
124260,124110,1522
124290,124110,1549
124320,124110,1578
124350,124110,1603
124380,124110,1634
124410,124110,1658
124440,124110,1676
124470,124110,1688
120000,124140,938
120030,124140,975
120060,124140,1003
120090,124140,1033
120120,124140,1058
120150,124140,1074
120180,124140,1075
120210,124140,1066
120240,124140,1053
120270,124140,1042
120300,124140,1030
120330,124140,1021
120360,124140,1002
120390,124140,977
120420,124140,950
120450,124140,929
120480,124140,914
120510,124140,903
120540,124140,895
120570,124140,888
120600,124140,875
120630,124140,858
120660,124140,851
120690,124140,842
120720,124140,834
120750,124140,827
120780,124140,814
120810,124140,802
120840,124140,793
120870,124140,789
120900,124140,772
120930,124140,735
120960,124140,692
120990,124140,647
121020,124140,613
121050,124140,586
121080,124140,563
121110,124140,553
121140,124140,545
121170,124140,533
121200,124140,520
121230,124140,543
121260,124140,571
121290,124140,582
121320,124140,602
121350,124140,623
121380,124140,644
121410,124140,668
121440,124140,696
121470,124140,726
121500,124140,761
121530,124140,800
121560,124140,832
121590,124140,862
121620,124140,898
121650,124140,933
121680,124140,968
121710,124140,1006
121740,124140,1046
121770,124140,1065
121800,124140,1090
121830,124140,1100
121860,124140,1101
121890,124140,1100
121920,124140,1110
121950,124140,1133
121980,124140,1161
122010,124140,1180
122040,124140,1204
122070,124140,1232
122100,124140,1245
122130,124140,1256
122160,124140,1261
122190,124140,1263
122220,124140,1262
122250,124140,1272
122280,124140,1304
122310,124140,1292
122340,124140,1275
122370,124140,1271
122400,124140,1292
122430,124140,1302
122460,124140,1296
122490,124140,1286
122520,124140,1277
122550,124140,1276
122580,124140,1267
122610,124140,1249
122640,124140,1218
122670,124140,1187
122700,124140,1172
122730,124140,1159
122760,124140,1129
122790,124140,1095
122820,124140,1073
122850,124140,1056
122880,124140,1037
122910,124140,1017
122940,124140,1006
122970,124140,990
123000,124140,979
123030,124140,982
123060,124140,961
123090,124140,946
123120,124140,939
123150,124140,938
123180,124140,942
123210,124140,941
123240,124140,948
123270,124140,954
123300,124140,961
123330,124140,969
123360,124140,978
123390,124140,985
123420,124140,988
123450,124140,991
123480,124140,993
123510,124140,999
